term,int_rate,installment,dti,home_ownership,purpose,verification_status,loan_status,term_num,int_rate_num,risk_flag
 36 months,0.1323,287.35,0.0723,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1323,1
 36 months,0.1348,271.4,0.0976,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1348,1
 36 months,0.1223,333.25,0.16,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1223,1
 36 months,0.1521,521.53,0.1873,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1521,1
 36 months,0.1749,287.18,0.1872,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1749,1
 36 months,0.1825,544.17,0.0563,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1825,1
 36 months,0.1409,205.33,0.1004,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1409,1
 36 months,0.1533,870.68,0.1447,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1533,1
 36 months,0.1629,176.51,0.1674,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1629,1
 36 months,0.1677,710.77,0.1164,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1677,1
 36 months,0.1505,693.83,0.1654,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1505,1
 36 months,0.1446,860.04,0.1144,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1446,1
 36 months,0.1367,416.72,0.1328,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1367,1
 36 months,0.1531,448.25,0.2417,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1531,1
 36 months,0.1505,173.46,0.0431,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1505,1
 36 months,0.16,852.57,0.1808,RENT,Debt consolidation,Verified,Charged Off,36.0,0.16,1
 36 months,0.1599,351.53,0.1385,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1599,1
 36 months,0.1727,429.45,0.1642,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1727,1
 36 months,0.1442,257.87,0.1592,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1442,1
 36 months,0.1454,344.41,0.2527,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1454,1
 36 months,0.1533,626.91,0.1575,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1533,1
 36 months,0.1689,320.39,0.144,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1689,1
 36 months,0.1599,126.55,0.2205,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1599,1
 36 months,0.1474,487.84,0.1124,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1474,1
 36 months,0.1677,597.05,0.0734,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1677,1
 36 months,0.1677,284.31,0.132,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1677,1
 36 months,0.1537,522.7,0.1812,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1537,1
 36 months,0.1629,211.81,0.2378,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1629,1
 36 months,0.1649,743.39,0.1305,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1649,1
 36 months,0.1409,102.67,0.0506,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1409,1
 36 months,0.1727,229.04,0.0693,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1727,1
 36 months,0.1261,201.04,0.1992,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1261,1
 36 months,0.1459,516.98,0.201,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1459,1
 36 months,0.1749,574.36,0.1982,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1749,1
 36 months,0.1484,290.54,0.0828,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1484,1
 36 months,0.1409,342.22,0.1474,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1409,1
 36 months,0.143,293.47,0.1814,RENT,Debt consolidation,Verified,Charged Off,36.0,0.143,1
 36 months,0.1799,36.15,0.1265,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1799,1
 36 months,0.1799,361.48,0.115,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1799,1
 36 months,0.1635,559.97,0.2284,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1635,1
 36 months,0.1839,290.79,0.1016,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1839,1
 36 months,0.1793,115.58,0.1185,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1793,1
 36 months,0.1595,535.77,0.1911,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1595,1
 36 months,0.1714,357.23,0.0959,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1714,1
 36 months,0.1879,767.55,0.1826,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1879,1
 36 months,0.1839,472.53,0.0852,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1839,1
 36 months,0.164,154.68,0.2134,RENT,Debt consolidation,Verified,Charged Off,36.0,0.164,1
 36 months,0.1864,1276.6,0.0859,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1864,1
 36 months,0.1695,748.17,0.1476,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1695,1
 36 months,0.1568,875.04,0.1573,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1568,1
 36 months,0.1645,849.12,0.1509,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1645,1
 36 months,0.1677,106.62,0.0889,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1677,1
 36 months,0.1714,357.23,0.1048,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1714,1
 36 months,0.1929,1288.1,0.0422,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1929,1
 36 months,0.1719,643.44,0.1013,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1719,1
 36 months,0.1864,787.85,0.1767,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1864,1
 36 months,0.1788,360.93,0.1772,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1788,1
 36 months,0.1726,536.77,0.0949,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1726,1
 36 months,0.183,871.28,0.1457,RENT,Debt consolidation,Verified,Charged Off,36.0,0.183,1
 36 months,0.2025,1305.19,0.1533,RENT,Debt consolidation,Verified,Charged Off,36.0,0.2025,1
 36 months,0.1825,725.56,0.1695,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1825,1
 36 months,0.2235,575.58,0.1757,RENT,Debt consolidation,Verified,Charged Off,36.0,0.2235,1
 36 months,0.178,865.26,0.0541,RENT,Debt consolidation,Verified,Charged Off,36.0,0.178,1
 36 months,0.178,865.26,0.0959,RENT,Debt consolidation,Verified,Charged Off,36.0,0.178,1
 36 months,0.1904,348.43,0.0865,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1904,1
 36 months,0.204,747.36,0.1286,RENT,Debt consolidation,Verified,Charged Off,36.0,0.204,1
 36 months,0.1037,129.77,0.1558,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1037,1
 36 months,0.1595,421.59,0.0834,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1595,1
 36 months,0.1037,401.46,0.2458,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1037,1
 36 months,0.1074,182.65,0.1156,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1074,1
 36 months,0.0888,698.37,0.1937,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0888,1
 36 months,0.1059,325.45,0.139,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1059,1
 36 months,0.1149,69.24,0.211,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1149,1
 36 months,0.1596,298.67,0.2014,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1596,1
 36 months,0.1426,686.12,0.2281,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1426,1
 36 months,0.1465,241.46,0.2352,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1465,1
 36 months,0.1454,516.61,0.2107,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1454,1
 36 months,0.1521,243.38,0.1615,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1521,1
 36 months,0.1558,587.17,0.2083,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1558,1
 36 months,0.1645,884.5,0.0997,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1645,1
 36 months,0.1799,542.22,0.146,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1799,1
 36 months,0.1719,857.94,0.1184,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1719,1
 36 months,0.1361,373.88,0.0308,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1361,1
 36 months,0.1758,254.3,0.156,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1758,1
 36 months,0.2011,1302.69,0.1707,OWN,Debt consolidation,Verified,Charged Off,36.0,0.2011,1
 36 months,0.0691,351.53,0.0987,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0691,1
 36 months,0.1074,163.08,0.1857,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1074,1
 36 months,0.1349,186.62,0.1056,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1426,686.12,0.1343,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1426,1
 36 months,0.1349,363.06,0.2418,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1607,689.76,0.1437,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1607,1
 36 months,0.1324,83.68,0.1777,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1324,1
 36 months,0.1632,353.14,0.2055,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1632,1
 36 months,0.16,285.66,0.1588,RENT,Debt consolidation,Verified,Charged Off,36.0,0.16,1
 36 months,0.1862,729.29,0.1262,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1862,1
 36 months,0.2003,892.3,0.2071,RENT,Debt consolidation,Verified,Charged Off,36.0,0.2003,1
 36 months,0.0692,412.5,0.206,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0699,108.06,0.25,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0617,731.98,0.1065,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0749,699.79,0.1482,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0654,276.01,0.1455,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.079,1095.16,0.219,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0691,471.8,0.147,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0894,381.26,0.1564,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0603,426.1,0.1143,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,426.1,0.0779,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0639,137.7,0.0635,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0639,0
 36 months,0.0603,486.97,0.0136,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0542,60.32,0.0562,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0603,243.49,0.036,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,365.23,0.1537,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,276.97,0.1315,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,365.23,0.1095,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0542,422.24,0.2806,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0599,730.02,0.0894,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0662,368.45,0.0716,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0662,307.04,0.0621,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0579,303.27,0.1512,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0579,326.02,0.2621,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0662,921.11,0.1327,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0662,736.89,0.0406,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0676,123.07,0.2075,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0599,486.68,0.0817,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0599,456.27,0.2213,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0599,778.69,0.0418,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0579,363.93,0.0762,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0579,303.27,0.1898,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0774,312.19,0.0238,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0774,0
 36 months,0.0751,871.11,0.2473,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0714,216.59,0.1998,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0617,327.87,0.2144,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0774,312.19,0.0017,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0774,0
 36 months,0.0714,247.53,0.0225,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0751,777.78,0.1548,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0714,278.48,0.1106,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0699,324.17,0.1414,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0751,684.44,0.153,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0699,574.23,0.0719,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0751,528.89,0.1254,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0751,56.0,0.2831,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0749,248.82,0.0423,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.079,375.49,0.066,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0654,460.01,0.1589,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.079,625.81,0.1348,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0751,373.33,0.0243,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0654,561.21,0.1041,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.079,375.49,0.168,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.079,469.36,0.0792,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.079,488.13,0.2001,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0749,746.44,0.2643,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.079,563.23,0.1505,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0751,311.11,0.0912,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0749,248.82,0.2925,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0654,407.11,0.1554,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.079,469.36,0.1636,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.079,140.81,0.2334,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0749,373.22,0.1015,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.079,938.71,0.0594,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.079,563.23,0.2122,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0654,613.35,0.094,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0749,622.04,0.146,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0729,384.53,0.2445,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0729,241.88,0.1392,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.079,500.65,0.1721,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0791,469.43,0.0938,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0791,0
 36 months,0.0749,149.29,0.1563,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0749,622.04,0.2667,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0691,292.95,0.1652,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0788,469.22,0.1109,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,375.38,0.1905,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0894,428.13,0.187,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0894,0
 36 months,0.089,281.81,0.2884,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.089,0
 36 months,0.0849,820.64,0.1618,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.089,349.29,0.1376,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.089,0
 36 months,0.0691,461.0,0.1342,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0849,161.76,0.2364,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0788,523.96,0.207,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,225.23,0.0191,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0849,484.5,0.1843,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0788,625.63,0.1252,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0691,274.45,0.1915,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0691,0
 36 months,0.089,460.43,0.1258,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.089,0
 36 months,0.0788,469.22,0.1759,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0894,441.63,0.1766,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0766,102.9,0.2374,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0766,498.88,0.2645,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0691,499.55,0.126,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0603,456.54,0.1545,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,451.21,0.1308,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,304.36,0.0888,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0617,292.03,0.1246,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0751,672.0,0.0787,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0751,746.66,0.1155,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0749,696.68,0.1087,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0729,308.55,0.1987,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0749,697.46,0.0555,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0654,373.38,0.1522,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.079,938.71,0.1615,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0749,466.53,0.1499,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0894,368.55,0.1235,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0788,406.66,0.1939,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0849,89.96,0.2271,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0788,312.81,0.223,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.089,1111.37,0.1702,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.089,0
 36 months,0.0691,138.77,0.0784,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0542,150.8,0.1829,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0599,182.51,0.1337,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0692,92.53,0.2029,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0699,154.37,0.1765,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0749,311.02,0.1403,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0654,291.34,0.1038,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0729,372.12,0.1812,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0749,684.24,0.1921,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0749,0
 36 months,0.079,406.78,0.2831,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.079,0
 36 months,0.0729,434.14,0.1865,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0654,225.41,0.2029,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0788,477.03,0.2238,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,312.82,0.055,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0691,616.72,0.0774,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0849,544.47,0.1137,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0849,315.63,0.2468,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0849,568.14,0.0953,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0766,374.16,0.2196,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0849,552.36,0.0651,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0603,359.14,0.1943,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0662,275.57,0.2961,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0662,368.45,0.2067,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0692,217.43,0.2643,MORTGAGE,Debt consolidation,Verified,Fully Paid,36.0,0.0692,0
